DATA_DESCRIPT   = Chaotic
INPUT_FEATURES  = 0
OUTPUT_FEATURES = 0
TRAIN_RECORDS   = 700
DATA_ROWS       = 700	  % 30 years
CODEC_FORMAT    = 1		  % time series
0.945426	0.94983	0.964947	0.991405	1.026797	1.065501	1.100331
0.94983	0.964947	0.991405	1.026797	1.065501	1.100331	1.125689
0.964947	0.991405	1.026797	1.065501	1.100331	1.125689	1.139706
0.991405	1.026797	1.065501	1.100331	1.125689	1.139706	1.143858
1.026797	1.065501	1.100331	1.125689	1.139706	1.143858	1.141285
1.065501	1.100331	1.125689	1.139706	1.143858	1.141285	1.1354
1.100331	1.125689	1.139706	1.143858	1.141285	1.1354	1.129145
1.125689	1.139706	1.143858	1.141285	1.1354	1.129145	1.124705
1.139706	1.143858	1.141285	1.1354	1.129145	1.124705	1.123387
1.143858	1.141285	1.1354	1.129145	1.124705	1.123387	1.125572
1.141285	1.1354	1.129145	1.124705	1.123387	1.125572	1.130703
1.1354	1.129145	1.124705	1.123387	1.125572	1.130703	1.137322
1.129145	1.124705	1.123387	1.125572	1.130703	1.137322	1.143128
1.124705	1.123387	1.125572	1.130703	1.137322	1.143128	1.144988
1.123387	1.125572	1.130703	1.137322	1.143128	1.144988	1.139072
1.125572	1.130703	1.137322	1.143128	1.144988	1.139072	1.121762
1.130703	1.137322	1.143128	1.144988	1.139072	1.121762	1.091658
1.137322	1.143128	1.144988	1.139072	1.121762	1.091658	1.050963
1.143128	1.144988	1.139072	1.121762	1.091658	1.050963	1.004313
1.144988	1.139072	1.121762	1.091658	1.050963	1.004313	0.956414
1.139072	1.121762	1.091658	1.050963	1.004313	0.956414	0.910743
1.121762	1.091658	1.050963	1.004313	0.956414	0.910743	0.869387
1.091658	1.050963	1.004313	0.956414	0.910743	0.869387	0.833268
1.050963	1.004313	0.956414	0.910743	0.869387	0.833268	0.802381
1.004313	0.956414	0.910743	0.869387	0.833268	0.802381	0.776007
0.956414	0.910743	0.869387	0.833268	0.802381	0.776007	0.752966
0.910743	0.869387	0.833268	0.802381	0.776007	0.752966	0.731924
0.869387	0.833268	0.802381	0.776007	0.752966	0.731924	0.711727
0.833268	0.802381	0.776007	0.752966	0.731924	0.711727	0.691683
0.802381	0.776007	0.752966	0.731924	0.711727	0.691683	0.671748
0.776007	0.752966	0.731924	0.711727	0.691683	0.671748	0.65264
0.752966	0.731924	0.711727	0.691683	0.671748	0.65264	0.635941
0.731924	0.711727	0.691683	0.671748	0.65264	0.635941	0.624249
0.711727	0.691683	0.671748	0.65264	0.635941	0.624249	0.621204
0.691683	0.671748	0.65264	0.635941	0.624249	0.621204	0.630916
0.671748	0.65264	0.635941	0.624249	0.621204	0.630916	0.656368
0.65264	0.635941	0.624249	0.621204	0.630916	0.656368	0.697366
0.635941	0.624249	0.621204	0.630916	0.656368	0.697366	0.749925
0.624249	0.621204	0.630916	0.656368	0.697366	0.749925	0.808058
0.621204	0.630916	0.656368	0.697366	0.749925	0.808058	0.866325
0.630916	0.656368	0.697366	0.749925	0.808058	0.866325	0.921143
0.656368	0.697366	0.749925	0.808058	0.866325	0.921143	0.970719
0.697366	0.749925	0.808058	0.866325	0.921143	0.970719	1.014423
0.749925	0.808058	0.866325	0.921143	0.970719	1.014423	1.052204
0.808058	0.866325	0.921143	0.970719	1.014423	1.052204	1.084218
0.866325	0.921143	0.970719	1.014423	1.052204	1.084218	1.110668
0.921143	0.970719	1.014423	1.052204	1.084218	1.110668	1.131784
0.970719	1.014423	1.052204	1.084218	1.110668	1.131784	1.147901
1.014423	1.052204	1.084218	1.110668	1.131784	1.147901	1.159582
1.052204	1.084218	1.110668	1.131784	1.147901	1.159582	1.167774
1.084218	1.110668	1.131784	1.147901	1.159582	1.167774	1.173954
1.110668	1.131784	1.147901	1.159582	1.167774	1.173954	1.180189
1.131784	1.147901	1.159582	1.167774	1.173954	1.180189	1.188916
1.147901	1.159582	1.167774	1.173954	1.180189	1.188916	1.202192
1.159582	1.167774	1.173954	1.180189	1.188916	1.202192	1.220445
1.167774	1.173954	1.180189	1.188916	1.202192	1.220445	1.241186
1.173954	1.180189	1.188916	1.202192	1.220445	1.241186	1.258763
1.180189	1.188916	1.202192	1.220445	1.241186	1.258763	1.266286
1.188916	1.202192	1.220445	1.241186	1.258763	1.266286	1.258944
1.202192	1.220445	1.241186	1.258763	1.266286	1.258944	1.235924
