DATA_DESCRIPT   = Chaotic-2
INPUT_FEATURES  = 0
OUTPUT_FEATURES = 0
TRAIN_RECORDS   = 700
DATA_ROWS       = 700	  % 30 years
CODEC_FORMAT    = 1		  % time series
0.945426	0.94983	0.964947	0.991405	1.026797	1.065501	1.125689
0.94983	0.964947	0.991405	1.026797	1.065501	1.100331	1.139706
0.964947	0.991405	1.026797	1.065501	1.100331	1.125689	1.143858
0.991405	1.026797	1.065501	1.100331	1.125689	1.139706	1.141285
1.026797	1.065501	1.100331	1.125689	1.139706	1.143858	1.1354
1.065501	1.100331	1.125689	1.139706	1.143858	1.141285	1.129145
1.100331	1.125689	1.139706	1.143858	1.141285	1.1354	1.124705
1.125689	1.139706	1.143858	1.141285	1.1354	1.129145	1.123387
1.139706	1.143858	1.141285	1.1354	1.129145	1.124705	1.125572
1.143858	1.141285	1.1354	1.129145	1.124705	1.123387	1.130703
1.141285	1.1354	1.129145	1.124705	1.123387	1.125572	1.137322
1.1354	1.129145	1.124705	1.123387	1.125572	1.130703	1.143128
1.129145	1.124705	1.123387	1.125572	1.130703	1.137322	1.144988
1.124705	1.123387	1.125572	1.130703	1.137322	1.143128	1.139072
1.123387	1.125572	1.130703	1.137322	1.143128	1.144988	1.121762
1.125572	1.130703	1.137322	1.143128	1.144988	1.139072	1.091658
1.130703	1.137322	1.143128	1.144988	1.139072	1.121762	1.050963
1.137322	1.143128	1.144988	1.139072	1.121762	1.091658	1.004313
1.143128	1.144988	1.139072	1.121762	1.091658	1.050963	0.956414
1.144988	1.139072	1.121762	1.091658	1.050963	1.004313	0.910743
1.139072	1.121762	1.091658	1.050963	1.004313	0.956414	0.869387
1.121762	1.091658	1.050963	1.004313	0.956414	0.910743	0.833268
1.091658	1.050963	1.004313	0.956414	0.910743	0.869387	0.802381
1.050963	1.004313	0.956414	0.910743	0.869387	0.833268	0.776007
1.004313	0.956414	0.910743	0.869387	0.833268	0.802381	0.752966
0.956414	0.910743	0.869387	0.833268	0.802381	0.776007	0.731924
0.910743	0.869387	0.833268	0.802381	0.776007	0.752966	0.711727
0.869387	0.833268	0.802381	0.776007	0.752966	0.731924	0.691683
0.833268	0.802381	0.776007	0.752966	0.731924	0.711727	0.671748
0.802381	0.776007	0.752966	0.731924	0.711727	0.691683	0.65264
0.776007	0.752966	0.731924	0.711727	0.691683	0.671748	0.635941
0.752966	0.731924	0.711727	0.691683	0.671748	0.65264	0.624249
0.731924	0.711727	0.691683	0.671748	0.65264	0.635941	0.621204
0.711727	0.691683	0.671748	0.65264	0.635941	0.624249	0.630916
0.691683	0.671748	0.65264	0.635941	0.624249	0.621204	0.656368
0.671748	0.65264	0.635941	0.624249	0.621204	0.630916	0.697366
0.65264	0.635941	0.624249	0.621204	0.630916	0.656368	0.749925
0.635941	0.624249	0.621204	0.630916	0.656368	0.697366	0.808058
0.624249	0.621204	0.630916	0.656368	0.697366	0.749925	0.866325
0.621204	0.630916	0.656368	0.697366	0.749925	0.808058	0.921143
0.630916	0.656368	0.697366	0.749925	0.808058	0.866325	0.970719
0.656368	0.697366	0.749925	0.808058	0.866325	0.921143	1.014423
0.697366	0.749925	0.808058	0.866325	0.921143	0.970719	1.052204
0.749925	0.808058	0.866325	0.921143	0.970719	1.014423	1.084218
0.808058	0.866325	0.921143	0.970719	1.014423	1.052204	1.110668
0.866325	0.921143	0.970719	1.014423	1.052204	1.084218	1.131784
0.921143	0.970719	1.014423	1.052204	1.084218	1.110668	1.147901
0.970719	1.014423	1.052204	1.084218	1.110668	1.131784	1.159582
1.014423	1.052204	1.084218	1.110668	1.131784	1.147901	1.167774
1.052204	1.084218	1.110668	1.131784	1.147901	1.159582	1.173954
1.084218	1.110668	1.131784	1.147901	1.159582	1.167774	1.180189
1.110668	1.131784	1.147901	1.159582	1.167774	1.173954	1.188916
1.131784	1.147901	1.159582	1.167774	1.173954	1.180189	1.202192
1.147901	1.159582	1.167774	1.173954	1.180189	1.188916	1.220445
1.159582	1.167774	1.173954	1.180189	1.188916	1.202192	1.241186
1.167774	1.173954	1.180189	1.188916	1.202192	1.220445	1.258763
1.173954	1.180189	1.188916	1.202192	1.220445	1.241186	1.266286
1.180189	1.188916	1.202192	1.220445	1.241186	1.258763	1.258944
1.188916	1.202192	1.220445	1.241186	1.258763	1.266286	1.235924
1.202192	1.220445	1.241186	1.258763	1.266286	1.258944	1.199665
1.220445	1.241186	1.258763	1.266286	1.258944	1.235924	1.153978
1.241186	1.258763	1.266286	1.258944	1.235924	1.199665	1.102639
1.258763	1.266286	1.258944	1.235924	1.199665	1.153978	1.048778
1.266286	1.258944	1.235924	1.199665	1.153978	1.102639	0.994755
1.258944	1.235924	1.199665	1.153978	1.102639	1.048778	0.942235
1.235924	1.199665	1.153978	1.102639	1.048778	0.994755	0.89228
1.199665	1.153978	1.102639	1.048778	0.994755	0.942235	0.845406
1.153978	1.102639	1.048778	0.994755	0.942235	0.89228	0.801591
1.102639	1.048778	0.994755	0.942235	0.89228	0.845406	0.76028
1.048778	0.994755	0.942235	0.89228	0.845406	0.801591	0.720531
0.994755	0.942235	0.89228	0.845406	0.801591	0.76028	0.681399
0.942235	0.89228	0.845406	0.801591	0.76028	0.720531	0.642465
0.89228	0.845406	0.801591	0.76028	0.720531	0.681399	0.604178
0.845406	0.801591	0.76028	0.720531	0.681399	0.642465	0.567762
0.801591	0.76028	0.720531	0.681399	0.642465	0.604178	0.534886
0.76028	0.720531	0.681399	0.642465	0.604178	0.567762	0.507477
0.720531	0.681399	0.642465	0.604178	0.567762	0.534886	0.487817
0.681399	0.642465	0.604178	0.567762	0.534886	0.507477	0.478731
0.642465	0.604178	0.567762	0.534886	0.507477	0.487817	0.483538
0.604178	0.567762	0.534886	0.507477	0.487817	0.478731	0.505308
0.567762	0.534886	0.507477	0.487817	0.478731	0.483538	0.54526
0.534886	0.507477	0.487817	0.478731	0.483538	0.505308	0.601152
0.507477	0.487817	0.478731	0.483538	0.505308	0.54526	0.667339
0.487817	0.478731	0.483538	0.505308	0.54526	0.601152	0.736852
0.478731	0.483538	0.505308	0.54526	0.601152	0.667339	0.803747
0.483538	0.505308	0.54526	0.601152	0.667339	0.736852	0.864109
0.505308	0.54526	0.601152	0.667339	0.736852	0.803747	0.915841
0.54526	0.601152	0.667339	0.736852	0.803747	0.864109	0.958028
0.601152	0.667339	0.736852	0.803747	0.864109	0.915841	0.990449
0.667339	0.736852	0.803747	0.864109	0.915841	0.958028	1.01337
0.736852	0.803747	0.864109	0.915841	0.958028	0.990449	1.027499
0.803747	0.864109	0.915841	0.958028	0.990449	1.01337	1.033953
0.864109	0.915841	0.958028	0.990449	1.01337	1.027499	1.034205
0.915841	0.958028	0.990449	1.01337	1.027499	1.033953	1.030058
0.958028	0.990449	1.01337	1.027499	1.033953	1.034205	1.023661
0.990449	1.01337	1.027499	1.033953	1.034205	1.030058	1.017569
1.01337	1.027499	1.033953	1.034205	1.030058	1.023661	1.014712
